sample_id,score,supported,contradicted,not_supported,predicate_errors,entity_errors,coref_errors,other_erros,coverage_ratio,mean_position,start_ratio,middle_ratio,end_ratio,ref_len_tokens,summary_len_tokens,rouge1_f,rouge1_p,rouge1_r,rouge2_f,rouge2_p,rouge2_r,rougeL_f,rougeL_p,rougeL_r,bert_score_f1,bert_score_precision,bert_score_recall,evidence_score,faithfulness_score,stability_score,reliability_score,execution_time,vram_max_mb,erro
67,0.72903,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.11111,0.46418,0.25,0.5,0.25,15906,1140,0.12411,0.97094,0.06629,0.08601,0.67349,0.04594,0.07471,0.5845,0.03991,0.78839,0.82227,0.75719,0.47214,0.5,0.99759,0.53583,348.48678,5460.62,
68,0.56017,7.0,4.0,0.0,3.0,3.0,0.0,1.0,0.30769,0.42398,0.18182,0.54545,0.27273,6461,768,0.21253,0.96285,0.11945,0.17782,0.80655,0.09993,0.11545,0.52303,0.06488,0.79375,0.78501,0.80269,0.44025,0.36364,0.84312,0.44989,234.73134,4426.22,
69,-0.49229,1.0,5.0,0.0,0.0,3.0,2.0,1.0,0.25,0.6048,0.16667,0.5,0.33333,4983,602,0.22539,0.9925,0.12713,0.20972,0.92481,0.11827,0.12143,0.53471,0.06849,0.82956,0.82289,0.83634,0.58987,0.66667,0.76323,0.63792,124.03164,4426.21,
70,0.39168,5.0,3.0,0.0,1.0,0.0,0.0,2.0,0.15385,0.31602,0.5,0.5,0.0,9824,1023,0.1917,0.96727,0.10639,0.14386,0.72655,0.07984,0.10491,0.52935,0.05822,0.80064,0.81327,0.78841,0.54368,0.5,0.9971,0.57155,252.6186,4426.23,
71,0.99593,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12821,0.46335,0.4,0.4,0.2,9871,1031,0.19659,0.9944,0.10908,0.1725,0.87332,0.0957,0.09785,0.49496,0.05429,0.81514,0.81339,0.8169,0.64213,0.8,0.99968,0.74103,178.60635,4426.22,
72,0.53353,6.0,3.0,0.0,1.0,1.0,1.0,1.0,0.33333,0.65879,0.11111,0.33333,0.55556,4475,533,0.20955,0.99123,0.11716,0.19156,0.90769,0.10708,0.121,0.57237,0.06765,0.78998,0.77732,0.80307,0.6622,0.88889,0.99493,0.78615,141.54362,4426.21,
73,0.54382,7.0,2.0,0.0,0.0,2.0,2.0,0.0,0.36364,0.41813,0.33333,0.44444,0.22222,2617,311,0.21319,0.97786,0.11964,0.16989,0.78148,0.0953,0.13677,0.62731,0.07675,0.84865,0.87071,0.82768,0.61236,0.77778,0.98574,0.71586,95.56905,4255.23,
74,0.77734,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.55556,0.59978,0.22222,0.33333,0.44444,2087,249,0.22402,1.0,0.12614,0.21818,0.97738,0.1228,0.19173,0.85586,0.10795,0.75364,0.78454,0.72509,0.56671,0.77778,0.99947,0.69441,84.32237,4426.21,
75,0.9655,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04348,0.0651,1.0,0.0,0.0,5815,720,0.21322,0.98789,0.11951,0.17931,0.83189,0.10048,0.11949,0.55363,0.06697,0.84519,0.84693,0.84346,0.5898,1.0,0.99553,0.79446,106.74222,4426.21,
76,0.84922,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.22222,0.69293,0.14286,0.0,0.85714,6862,829,0.22096,0.99449,0.12429,0.19899,0.89655,0.11191,0.10773,0.48485,0.0606,0.80493,0.78593,0.82487,0.57445,0.57143,0.93243,0.60904,178.11658,4426.22,
