sample_id,score,supported,contradicted,not_supported,predicate_errors,entity_errors,coref_errors,other_erros,coverage_ratio,mean_position,start_ratio,middle_ratio,end_ratio,ref_len_tokens,summary_len_tokens,rouge1_f,rouge1_p,rouge1_r,rouge2_f,rouge2_p,rouge2_r,rougeL_f,rougeL_p,rougeL_r,bert_score_f1,bert_score_precision,bert_score_recall,evidence_score,faithfulness_score,stability_score,reliability_score,execution_time,vram_max_mb,erro
85,0.99934,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01163,0.00623,1.0,0.0,0.0,21976,119,0.01104,1.0,0.00555,0.01094,1.0,0.0055,0.01104,1.0,0.00555,0.85517,0.96928,0.76509,0.59031,0.71429,0.99985,0.68085,394.08785,10007.95,
86,0.99798,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02041,0.01106,1.0,0.0,0.0,12441,116,0.02097,1.0,0.01059,0.01996,0.96117,0.01009,0.02016,0.96154,0.01019,0.85628,0.9548,0.7762,0.74252,1.0,0.99993,0.87125,205.64575,4426.22,
87,0.99908,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09091,0.03041,1.0,0.0,0.0,5531,120,0.04327,1.0,0.02211,0.04194,0.97895,0.02143,0.04057,0.9375,0.02073,0.85852,0.94561,0.78612,0.65817,0.88889,0.99732,0.78437,158.64182,4426.22,
88,0.9989,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03335,1.0,0.0,0.0,10018,121,0.02348,1.0,0.01188,0.02277,0.97959,0.01152,0.02348,1.0,0.01188,0.86756,0.95595,0.79414,0.73757,1.0,0.99993,0.86878,196.41879,4426.22,
89,0.99413,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04762,0.11211,0.83333,0.16667,0.0,10607,118,0.02152,1.0,0.01088,0.0213,1.0,0.01077,0.02152,1.0,0.01088,0.86581,0.96857,0.78276,0.59823,0.66667,0.99925,0.66571,193.77415,4426.23,
90,0.9959,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11765,0.11972,1.0,0.0,0.0,4271,121,0.05461,1.0,0.02807,0.0513,0.94845,0.02636,0.05294,0.96939,0.02721,0.82042,0.89923,0.75432,0.59295,0.83333,0.99044,0.72885,102.10886,4426.21,
91,0.99805,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07576,0.16289,0.85714,0.0,0.14286,16820,130,0.0141,1.0,0.0071,0.01367,0.97917,0.00688,0.01308,0.92784,0.00659,0.86856,0.93546,0.81058,0.62114,0.85714,0.99999,0.75342,475.69501,5874.58,
92,0.95357,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317,0.16619,0.75,0.25,0.0,20892,123,0.01201,1.0,0.00604,0.01142,0.9604,0.00575,0.01142,0.95098,0.00575,0.78688,0.83876,0.74105,0.61675,0.75,0.99981,0.70835,471.86803,9041.95,
93,0.82653,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.10628,0.8,0.2,0.0,7449,116,0.02927,0.98925,0.01486,0.02801,0.95652,0.01421,0.02927,0.98925,0.01486,0.86366,0.952,0.79033,0.6019,0.8,0.90968,0.71192,139.75227,4426.21,
94,0.998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636,0.1169,0.83333,0.16667,0.0,5411,119,0.04344,0.9902,0.02221,0.04174,0.9604,0.02133,0.04301,0.98039,0.02199,0.8672,0.96401,0.78806,0.53951,0.66667,0.93559,0.62998,166.70337,4426.21,
