sample_id,score,supported,contradicted,not_supported,predicate_errors,entity_errors,coref_errors,other_erros,coverage_ratio,mean_position,start_ratio,middle_ratio,end_ratio,ref_len_tokens,summary_len_tokens,rouge1_f,rouge1_p,rouge1_r,rouge2_f,rouge2_p,rouge2_r,rougeL_f,rougeL_p,rougeL_r,bert_score_f1,bert_score_precision,bert_score_recall,evidence_score,faithfulness_score,stability_score,reliability_score,execution_time,vram_max_mb,erro
10,0.86644,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,0.29477,0.57143,0.42857,0.0,2379,289,0.22729,1.0,0.12822,0.22275,0.98319,0.1256,0.20067,0.88285,0.1132,0.8959,0.91388,0.8786,0.38409,0.42857,0.99541,0.58083,109.03424,4426.21,
11,0.99292,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12821,0.15435,0.71429,0.28571,0.0,9977,495,0.09643,0.98786,0.05069,0.08982,0.92214,0.04721,0.0898,0.9199,0.0472,0.91646,0.91701,0.9159,0.60898,0.71429,0.97004,0.74889,270.42991,4306.18,
12,0.99548,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02899,0.07774,1.0,0.0,0.0,17560,492,0.05514,0.98297,0.02837,0.05174,0.92439,0.02661,0.04572,0.81509,0.02352,0.81907,0.81415,0.82404,0.79038,1.0,0.99991,0.91613,430.84472,7349.19,
13,0.9987,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714,0.01834,1.0,0.0,0.0,8720,503,0.10562,0.99244,0.05578,0.1035,0.97475,0.05465,0.1032,0.96977,0.0545,0.92613,0.92126,0.93106,0.68141,1.0,0.99315,0.87051,195.10339,4426.22,
14,0.89707,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06667,0.04511,1.0,0.0,0.0,7675,500,0.1212,0.99036,0.06455,0.11327,0.92754,0.06032,0.10941,0.89398,0.05827,0.90114,0.8962,0.90613,0.76337,1.0,0.94651,0.8893,248.75112,4426.22,
15,0.99748,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02703,0.01556,1.0,0.0,0.0,9248,493,0.10434,0.9845,0.05509,0.08848,0.83679,0.04671,0.09284,0.87597,0.04902,0.91485,0.91043,0.91932,0.79579,1.0,0.94423,0.90158,264.15591,4426.23,
16,0.89912,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566,0.15599,0.85714,0.14286,0.0,13532,485,0.0686,0.9898,0.03553,0.06154,0.89003,0.03187,0.04668,0.67347,0.02418,0.89444,0.8889,0.90004,0.58977,0.85714,0.84175,0.74558,467.61834,5032.89,
17,0.9986,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529,0.12912,0.75,0.25,0.0,4103,494,0.21629,0.98568,0.12147,0.19125,0.87321,0.10738,0.13983,0.63723,0.07853,0.90248,0.90145,0.90352,0.70382,1.0,0.99996,0.88151,161.59885,4426.21,
18,0.83807,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04615,106.0,0.85714,0.14286,0.0,16518,496,0.04698,0.87895,0.02413,0.03545,0.66491,0.01821,0.0443,0.82895,0.02276,0.84607,0.82312,0.87033,0.65505,0.85714,0.99989,0.81913,423.02519,6520.35,
19,0.99033,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06667,0.03677,1.0,0.0,0.0,3627,429,0.19726,0.91785,0.1105,0.1322,0.61648,0.07404,0.16438,0.76487,0.09209,0.89846,0.90065,0.89628,0.67501,0.8,0.99814,0.80944,107.94213,4426.21,
